,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
483,Marek Rodák Fulham,24, GK,,2,180,-,-,20.5,80.5,-,4,-,6.08
484,Martin Kelly Crystal Palace,31, D(CLR),,0(1),1,-,-,3.0,66.7,-,-,-,6.08
485,Wes Morgan Leicester,37, D(C),,0(3),16,-,-,1.7,100.0,-,0.3,-,6.07
486,Zack Steffen Man City,26, GK,,1,90,-,-,26.0,80.8,-,1,-,6.07
487,Michael Hector Fulham,29, D(C),DMC,3(1),264,-,0.3,46.5,79.0,-,5,-,6.07
488,Felipe Anderson West Ham,28, M(CLR),FW,0(2),2,-,-,2.5,60.0,-,-,-,6.07
489,Mamadou Sakho Crystal Palace,31, D(C),,3(1),275,-,-,23.0,88.0,-,1,-,6.06
490,Caleb Watts Southampton,19, Midfielder,,0(3),36,-,-,4.0,58.3,0.3,-,-,6.05
491,Jonjoe Kenny Everton,24, D(R),M(R),1(3),79,-,-,10.5,83.3,0.3,0.5,-,6.04
492,Phil Jagielka Sheff Utd,39, D(CR),,6(4),527,-,-,20.4,71.6,-,2.1,-,6.04
493,Daniel N'Lundulu Southampton,22, FW,,0(13),102,-,0.1,2.2,72.4,-,0.1,-,6.03
494,Leif Davis Leeds,21, Defender,,0(2),31,-,-,9.5,89.5,-,0.5,-,6.02
495,Oskar Buur Wolves,23, Defender,,0(1),22,-,-,14.0,92.9,-,-,-,6.02
496,Iliman Ndiaye Sheff Utd,21, AM(C),,0(1),11,-,-,3.0,100.0,-,-,-,6.01
497,Thakgalo Leshabela Leicester,22, Midfielder,,0(1),9,-,-,7.0,85.7,-,-,-,6.01
498,Shola Shoretire Man Utd,17, Forward,,0(2),9,-,-,3.0,83.3,-,-,-,6.01
499,Robert Snodgrass West Ham,34, M(CLR),,0(3),4,-,-,1.3,100.0,-,-,-,6.0
500,Dane Scarlett Tottenham,17, Forward,,0(1),1,-,-,-,-,-,-,-,6.0
501,Elliot Anderson Newcastle,19, Midfielder,,0(1),3,-,-,1,100,-,-,-,6.0
502,Femi Seriki Sheff Utd,19, Defender,,0(1),1,-,-,-,-,-,-,-,6.0
503,Jaden Philogene-Bidace Aston Villa,19, Midfielder,,0(1),1,-,-,4,50,-,-,-,6.0
504,Jayson Molumby Brighton,22, M(C),,0(1),1,-,-,1,-,-,-,-,6.0
505,Jean-Philippe Gbamin Everton,26, D(CR),DMC,0(1),11,-,-,9,66.7,-,-,-,6.0
506,William Fish Man Utd,18, Defender,,0(1),1,-,-,-,-,-,-,-,6.0
507,Moise Kean Everton,21, FW,,0(2),13,-,-,3,100,-,-,-,6.0
508,Lewis Richardson Burnley,18, Midfielder,,0(2),3,-,-,0.5,-,-,-,-,5.98
509,Reda Khadra Brighton,20, Midfielder,,0(1),4,-,-,1,-,-,-,-,5.98
510,Michael Obafemi Southampton,21, FW,,0(4),57,-,0.3,3.0,100,-,-,-,5.98
511,Wesley Aston Villa,24, FW,,0(3),15,-,-,1.3,100,-,-,-,5.96
512,Patrick Cutrone Wolves,23, FW,,0(2),23,-,-,1.0,-,-,-,-,5.96
513,Konstantinos Tsimikas Liverpool,25, D(L),,0(2),6,-,-,2.5,80,-,-,-,5.96
514,Aboubakar Kamara Fulham,26, AM(R),FW,2(9),310,-,0.5,10.2,75.9,0.1,0.4,-,5.95
515,Josh Benson Burnley,21, M(C),,2(4),261,-,-,13.2,77.2,-,0.2,-,5.94
516,Liam Delap Man City,18, Forward,,0(1),39,-,-,6.0,83.3,-,-,-,5.94
517,Joel Mumbongo Burnley,22, Forward,,0(4),37,-,-,1.3,80,-,-,-,5.94
518,Lys Mousset Sheff Utd,25, FW,,2(9),290,-,0.3,4.0,77.3,-,0.2,-,5.94
519,Cenk Tosun Everton,30, FW,,0(5),44,-,0.2,2.8,64.3,-,0.2,-,5.93
520,Adrián Liverpool,34, GK,,3,270,-,-,26.7,75,-,3.3,-,5.9
521,Tyrese Francois Fulham,21, Midfielder,,0(1),14,-,-,13.0,92.3,-,-,-,5.89
522,Theo Walcott Everton,32, M(CLR),FW,0(1),12,-,-,1.0,100,-,-,-,5.87
523,Neil Taylor Aston Villa,32, D(L),M(L),0(1),16,-,-,9.0,100,-,-,-,5.85
524,Jake Vokins Southampton,21, D(L),,1,66,-,1,13.0,84.6,1,-,-,5.83
525,Will Norris Burnley,28, GK,,2,180,-,0.5,28.0,46.4,-,10.5,-,5.78
526,Bailey Peacock-Farrell Burnley,25, GK,,4,360,-,-,26.5,50,-,10.8,-,5.77
527,Allan Tchaptchet Southampton,19, Defender,,0(1),12,-,-,1.0,-,-,-,-,5.74
528,Odion Ighalo Man Utd,32, AM(C),FW,0(1),9,-,-,2.0,100,-,-,-,5.74
529,Alexandre Jankewitz Southampton,19, Midfielder,,1(1),3,-,-,1.5,66.7,-,-,-,5.68
530,Willy Caballero Chelsea,40, GK,,1,90,-,-,24,91.7,-,2,-,5.41
531,Kayne Ramsay Southampton,21, D(R),,1,90,-,-,19,78.9,-,-,-,5.06
