,name,age,position1,position2,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating
489,Diogo Almeida Pacos de Ferreira,21, Forward,,1(6),234,-,-,7.0,73.5,0.3,0.3,-,6.13
490,Dieguinho Belenenses SAD,29, Forward,,1(5),136,-,0.3,7.8,72.3,-,0.3,-,6.13
491,Nicolás Vélez Belenenses SAD,31, Forward,,0(3),65,-,0.3,11.0,90.9,-,0.7,-,6.13
492,Hakim Ouro-Sama Belenenses SAD,23, Defender,,0(4),52,-,-,5.0,60.0,-,0.5,-,6.13
493,Nicolás Schiappacasse Famalicao,22, Forward,,0(4),49,-,-,3.3,84.6,-,-,-,6.13
494,Léo Cordeiro Gil Vicente,26, Midfielder,,0(3),20,-,-,5.0,86.7,-,-,-,6.12
495,Joseph Amoah Vitoria de Guimaraes,27, DMC,,2(2),161,1,0.5,14.0,78.6,-,0.3,-,6.12
496,André Pereira Pacos de Ferreira,32, D(C),,6(1),506,-,-,28.9,77.7,-,2.6,-,6.12
497,Abdoulaye Diallo Aves,25, Forward,,0(3),48,-,-,3.3,90.0,-,0.7,-,6.11
498,Rúben Fonseca Tondela,21, Forward,,3(7),320,-,0.4,9.0,77.8,-,0.2,-,6.11
499,João Mário Porto,21, D(R),,0(2),10,-,-,5.0,80.0,-,-,-,6.11
500,Takuma Nishimura Portimonense,25, FW,,1(1),119,-,0.5,14.0,78.6,-,-,-,6.11
501,Joca Rio Ave,25, Midfielder,,0(3),33,-,-,7.7,65.2,-,1,-,6.1
502,Bruno Morais Aves,23, D(C),,14(1),1208,-,0.1,25.6,70.6,-,3.7,-,6.1
503,Éverson Portimonense,24, D(C),,0(1),10,-,-,2.0,100.0,-,-,-,6.09
504,Vincent Aboubakar Porto,29, AM(R),FW,1(4),66,-,0.2,4.4,90.9,-,0.2,-,6.09
505,Ronan Rio Ave,26, FW,,2(11),177,-,0.2,3.1,65.0,-,0.1,-,6.09
506,José Cevallos Portimonense,26, Midfielder,,4(3),281,-,-,11.6,67.9,0.1,0.3,-,6.08
507,Bas Dost Sporting,32, FW,,0(1),17,-,-,2.0,50.0,-,-,-,6.08
508,Tiago Sá Braga,26, GK,,1,90,-,-,13.0,76.9,-,4,-,6.08
509,Alhassane Keita Belenenses SAD,29, FW,,2(8),279,-,0.2,7.2,68.1,-,-,-,6.07
510,Ricardo Schutte Rio Ave,23, Forward,,0(1),8,-,-,1.0,100.0,-,-,-,6.07
511,Yaya Belenenses SAD,22, M(C),,0(1),14,-,-,4.0,75.0,-,-,-,6.07
512,Pedro Mendes Sporting,22, FW,,0(6),55,-,-,2.5,53.3,-,-,-,6.07
513,Leandro Barrera Maritimo,30, AM(L),,0(3),83,-,-,8.3,84.0,-,0.7,-,6.06
514,Miguel Reisinho Boavista,22, Midfielder,,2(4),211,-,0.2,14.7,77.3,-,1.5,-,6.06
515,Luís Santos Boavista,21, Forward,,0(3),13,-,-,2.0,66.7,-,-,-,6.05
516,Bruno Lourenço Aves,23, AM(L),,0(5),42,-,0.2,5.4,81.5,0.2,0.2,-,6.05
517,Jose Varela Aves,24, Midfielder,,4(6),436,-,0.4,6.4,62.5,-,0.1,-,6.05
518,Bruninho Aves,27, Defender,,1(3),107,-,0.3,11.0,75.0,0.3,0.5,-,6.05
519,Helder Balde Aves,23, Defender,,1,90,-,-,29.0,82.8,-,1,-,6.05
520,Kigi Vitoria de Setubal,24, Midfielder,,0(1),33,-,-,8.0,87.5,-,-,-,6.05
521,Gonçalo Agrelos Belenenses SAD,23, Midfielder,,0(2),48,-,0.5,15.0,90.0,1.5,-,-,6.05
522,David Texeira Moreirense,30, FW,,0(2),16,-,0.5,2.5,60.0,-,-,-,6.04
523,Luquinhas Portimonense,21, AM(C),,1,46,-,-,16.0,81.3,-,-,-,6.04
524,Lawrence Ofori Famalicao,23, Midfielder,,1(2),92,-,-,9.7,89.7,-,0.7,-,6.03
525,Leandro Silva Rio Ave,22, Forward,,0(3),28,-,-,9.3,92.9,-,1.7,-,6.02
526,Eric Veiga Aves,24, Defender,,0(2),20,-,-,3.5,85.7,-,0.5,-,6.02
527,Yago César Pacos de Ferreira,24, AM(R),,0(3),93,-,0.3,7.7,69.6,-,0.3,-,6.01
528,Abdoulaye Diaby Sporting,30, AM(CLR),FW,1(1),83,-,-,14.5,72.4,-,0.5,-,6.01
529,Malick Evouna Santa Clara,28, FW,,0(1),13,-,-,4.0,50.0,-,-,-,6.01
530,Tomás Reymão Boavista,23, Midfielder,,0(1),18,-,-,13,69.2,-,1,-,6.01
531,André Mesquita Maritimo,24, Forward,,0(1),1,-,-,-,-,-,-,-,6.0
532,Zé Oliveira Pacos de Ferreira,19, Goalkeeper,,0(1),1,-,-,3,-,-,-,-,6.0
533,Luís Silva Belenenses SAD,22, Defender,,0(1),1,-,-,-,-,-,-,-,6.0
534,Rodolfo Cardoso Santa Clara,24, Goalkeeper,,0(1),1,-,-,1,-,-,-,-,6.0
535,Edi Semedo Belenenses SAD,22, Forward,,1(9),181,-,-,3.9,76.9,-,0.3,-,6.0
536,Beto Portimonense,23, FW,,0(11),161,-,0.2,2.3,60,-,-,-,6.0
537,André Teles Maritimo,24, Midfielder,,0(1),30,-,-,1,100,-,-,-,5.99
538,Bruno Monteiro Tondela,37, M(C),,0(1),4,-,-,-,-,-,-,-,5.98
539,Rafael Gava Pacos de Ferreira,28, AM(C),,1(1),69,-,-,10,75,-,-,-,5.98
540,Tòfol Montiel Vitoria de Setubal,21, Midfielder,,2(4),197,-,0.3,9.5,77.2,-,0.5,-,5.98
541,Aaron Tshibola Aves,26, DMC,,2(2),127,-,-,17.5,91.4,-,1,-,5.98
542,Ricardo Rodrigues Aves,26, Forward,,0(3),24,-,0.3,2.3,71.4,-,-,-,5.98
543,Kibe Maritimo,21, Forward,,0(2),30,-,0.5,4.5,77.8,-,-,-,5.96
544,Kelvin Boateng Aves,21, Forward,,0(2),12,-,-,1.0,100.0,-,0.5,-,5.96
545,Leonardo Chão Vitoria de Setubal,22, Forward,,0(1),5,-,1,3.0,100.0,-,-,-,5.96
546,Peu Aves,28, Forward,,0(2),13,-,-,2.0,100.0,-,-,-,5.96
547,Cláudio Tavares Aves,24, Defender,,1(2),141,-,0.3,7.7,60.9,0.3,-,-,5.94
548,Uche Agbo Braga,25, D(C),DMC,0(1),3,-,-,4.0,75.0,-,-,-,5.9
549,Mohanad Ali Portimonense,21, Forward,,1(5),144,-,-,3.5,81.0,-,0.2,-,5.9
550,Pedro Delgado Aves,24, Midfielder,,1(3),101,-,0.3,8.5,79.4,0.5,0.3,-,5.89
551,João Lucas Santa Clara,25, D(L),,4(1),325,-,0.4,21.4,71.0,0.2,1.2,-,5.89
552,Marco Sousa Pacos de Ferreira,26, Goalkeeper,,1,90,-,-,20.0,85.0,-,8,-,5.88
553,Rúben Gonçalves Rio Ave,22, Midfielder,,1,59,-,-,29.0,86.2,-,1,-,5.86
554,Bernardo Martins Pacos de Ferreira,23, Midfielder,,1(4),152,1,0.8,9.6,79.2,-,0.8,-,5.84
555,Kellyton Gil Vicente,26, Defender,,1,46,-,-,17.0,88.2,-,-,-,5.82
556,Ruben Del Campo Famalicao,21, Forward,,1,56,-,-,7.0,71.4,-,-,-,5.8
557,Simão Bertelli Pacos de Ferreira,28, Goalkeeper,,2,180,-,-,29.5,64.4,-,4,-,5.76
558,Rolando Braga,36, D(C),,1(2),85,-,-,21.7,92.3,-,1,-,5.75
559,Ibrahim Cissé Famalicao,22, Defender,,1,90,-,-,63.0,85.7,-,2,-,5.73
560,Cafu Famalicao,27, D(C),DMC,0(1),21,-,-,11.0,90.9,-,-,-,5.7
561,Lucas Cunha Braga,24, D(C),,2,180,-,-,49.5,86.9,-,3,-,5.66
